Permissible Value	Label	URL
CL:1000415	epithelial cell of gallbladder	<http://purl.obolibrary.org/obo/CL_1000415>
CL:1000450	epithelial cell of glomerular capsule	<http://purl.obolibrary.org/obo/CL_1000450>
CL:1000453	epithelial cell of intermediate tubule	<http://purl.obolibrary.org/obo/CL_1000453>
CL:1000433	epithelial cell of lacrimal canaliculus	<http://purl.obolibrary.org/obo/CL_1000433>
CL:1000435	epithelial cell of lacrimal drainage system	<http://purl.obolibrary.org/obo/CL_1000435>
CL:1000436	epithelial cell of lacrimal sac	<http://purl.obolibrary.org/obo/CL_1000436>
CL:0002253	epithelial cell of large intestine	<http://purl.obolibrary.org/obo/CL_0002253>
CL:4030017	epithelial cell of late distal convoluted tubule	<http://purl.obolibrary.org/obo/CL_4030017>
CL:0002632	epithelial cell of lower respiratory tract	<http://purl.obolibrary.org/obo/CL_0002632>
CL:0000082	epithelial cell of lung	<http://purl.obolibrary.org/obo/CL_0000082>
CL:1000437	epithelial cell of nasolacrimal duct	<http://purl.obolibrary.org/obo/CL_1000437>
CL:1000449	epithelial cell of nephron	<http://purl.obolibrary.org/obo/CL_1000449>
CL:0000083	epithelial cell of pancreas	<http://purl.obolibrary.org/obo/CL_0000083>
CL:0002260	epithelial cell of parathyroid gland	<http://purl.obolibrary.org/obo/CL_0002260>
CL:0002231	epithelial cell of prostate	<http://purl.obolibrary.org/obo/CL_0002231>
CL:0002233	epithelial cell of prostatic acinus	<http://purl.obolibrary.org/obo/CL_0002233>
CL:0002232	epithelial cell of prostatic duct	<http://purl.obolibrary.org/obo/CL_0002232>
CL:0017003	epithelial cell of prostatic urethra	<http://purl.obolibrary.org/obo/CL_0017003>
CL:0002306	epithelial cell of proximal tubule	<http://purl.obolibrary.org/obo/CL_0002306>
CL:4030009	epithelial cell of proximal tubule segment 1	<http://purl.obolibrary.org/obo/CL_4030009>
CL:4030010	epithelial cell of proximal tubule segment 2	<http://purl.obolibrary.org/obo/CL_4030010>
CL:4030011	epithelial cell of proximal tubule segment 3	<http://purl.obolibrary.org/obo/CL_4030011>
CL:0002308	epithelial cell of skin gland	<http://purl.obolibrary.org/obo/CL_0002308>
CL:0002254	epithelial cell of small intestine	<http://purl.obolibrary.org/obo/CL_0002254>
CL:0002178	epithelial cell of stomach	<http://purl.obolibrary.org/obo/CL_0002178>
CL:0002654	epithelial cell of stratum corneum of esophageal epithelium	<http://purl.obolibrary.org/obo/CL_0002654>
CL:1000447	epithelial cell of stratum germinativum of esophagus	<http://purl.obolibrary.org/obo/CL_1000447>
CL:0002655	epithelial cell of stratum spinosum of esophageal epithelium	<http://purl.obolibrary.org/obo/CL_0002655>
CL:1000448	epithelial cell of sweat gland	<http://purl.obolibrary.org/obo/CL_1000448>
CL:0002293	epithelial cell of thymus	<http://purl.obolibrary.org/obo/CL_0002293>
CL:0002257	epithelial cell of thyroid gland	<http://purl.obolibrary.org/obo/CL_0002257>
CL:0002202	epithelial cell of tracheobronchial tree	<http://purl.obolibrary.org/obo/CL_0002202>
CL:0010002	epithelial cell of umbilical artery	<http://purl.obolibrary.org/obo/CL_0010002>
CL:0002631	epithelial cell of upper respiratory tract	<http://purl.obolibrary.org/obo/CL_0002631>
CL:1000296	epithelial cell of urethra	<http://purl.obolibrary.org/obo/CL_1000296>
CL:0002149	epithelial cell of uterus	<http://purl.obolibrary.org/obo/CL_0002149>
CL:1000441	epithelial cell of viscerocranial mucosa	<http://purl.obolibrary.org/obo/CL_1000441>
CL:1000438	epithelial cell of wall of inferior part of anal canal	<http://purl.obolibrary.org/obo/CL_1000438>
CL:0000036	epithelial fate stem cell	<http://purl.obolibrary.org/obo/CL_0000036>
CL:0002484	epithelial melanocyte	<http://purl.obolibrary.org/obo/CL_0002484>
CL:0002150	epithelioid macrophage	<http://purl.obolibrary.org/obo/CL_0002150>
CL:0000765	erythroblast	<http://purl.obolibrary.org/obo/CL_0000765>
CL:0000232	erythrocyte	<http://purl.obolibrary.org/obo/CL_0000232>
CL:0000764	erythroid lineage cell	<http://purl.obolibrary.org/obo/CL_0000764>
CL:0000038	erythroid progenitor cell	<http://purl.obolibrary.org/obo/CL_0000038>
CL:0001066	"erythroid progenitor cell, mammalian"	<http://purl.obolibrary.org/obo/CL_0001066>
CL:0000574	erythrophore	<http://purl.obolibrary.org/obo/CL_0000574>
CL:0009096	esophagus non-keratinized squamous epithelial cell	<http://purl.obolibrary.org/obo/CL_0009096>
CL:0000180	estradiol secreting cell	<http://purl.obolibrary.org/obo/CL_0000180>
CL:0000255	eukaryotic cell	<http://purl.obolibrary.org/obo/CL_0000255>
CL:0000253	eurydendroid cell	<http://purl.obolibrary.org/obo/CL_0000253>
CL:0000424	excretory cell	<http://purl.obolibrary.org/obo/CL_0000424>
CL:0011025	exhausted T cell	<http://purl.obolibrary.org/obo/CL_0011025>
CL:0000152	exocrine cell	<http://purl.obolibrary.org/obo/CL_0000152>
CL:0000578	experimentally modified cell in vitro	<http://purl.obolibrary.org/obo/CL_0000578>
CL:4052013	externa theca cell	<http://purl.obolibrary.org/obo/CL_4052013>
CL:0002158	external epithelial cell of tympanic membrane	<http://purl.obolibrary.org/obo/CL_0002158>
CL:0002317	external limiting cell of vestibular epithelium	<http://purl.obolibrary.org/obo/CL_0002317>
CL:0002164	external pillar cell of cochlea	<http://purl.obolibrary.org/obo/CL_0002164>
CL:0002314	external supporting cell of vestibular epithelium	<http://purl.obolibrary.org/obo/CL_0002314>
CL:0000327	extracellular matrix secreting cell	<http://purl.obolibrary.org/obo/CL_0000327>
CL:0000349	extraembryonic cell	<http://purl.obolibrary.org/obo/CL_0000349>
CL:0008046	extrafusal muscle fiber	<http://purl.obolibrary.org/obo/CL_0008046>
CL:0002173	extraglomerular mesangial cell	<http://purl.obolibrary.org/obo/CL_0002173>
CL:0019020	extrahepatic cholangiocyte	<http://purl.obolibrary.org/obo/CL_0019020>
CL:0000251	extramedullary cell	<http://purl.obolibrary.org/obo/CL_0000251>
CL:4023009	extratelencephalic-projecting glutamatergic cortical neuron	<http://purl.obolibrary.org/obo/CL_4023009>
CL:0008036	extravillous trophoblast	<http://purl.obolibrary.org/obo/CL_0008036>
CL:0000287	eye photoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000287>
CL:4052018	fallopian tube epithelial cell	<http://purl.obolibrary.org/obo/CL_4052018>
CL:4030007	fallopian tube multiciliated cell	<http://purl.obolibrary.org/obo/CL_4030007>
CL:4052019	fallopian tube non-ciliated cell	<http://purl.obolibrary.org/obo/CL_4052019>
CL:4030006	fallopian tube secretory epithelial cell	<http://purl.obolibrary.org/obo/CL_4030006>
CL:4052022	fallopian tube smooth muscle cell	<http://purl.obolibrary.org/obo/CL_4052022>
CL:4023087	fan Martinotti neuron	<http://purl.obolibrary.org/obo/CL_4023087>
CL:0000190	fast muscle cell	<http://purl.obolibrary.org/obo/CL_0000190>
CL:0000858	fast muscle myoblast	<http://purl.obolibrary.org/obo/CL_0000858>
CL:0000565	fat body cell	<http://purl.obolibrary.org/obo/CL_0000565>
CL:0000675	female gamete	<http://purl.obolibrary.org/obo/CL_0000675>
CL:0000021	female germ cell	<http://purl.obolibrary.org/obo/CL_0000021>
CL:0000022	female germ line stem cell	<http://purl.obolibrary.org/obo/CL_0000022>
CL:2000057	femoral osteoblast	<http://purl.obolibrary.org/obo/CL_2000057>
CL:0000666	fenestrated endothelial cell	<http://purl.obolibrary.org/obo/CL_0000666>
CL:0009098	fetal and neonatal skeletal muscle fiber	<http://purl.obolibrary.org/obo/CL_0009098>
CL:4047006	fetal artery endothelial cell	<http://purl.obolibrary.org/obo/CL_4047006>
CL:0002495	fetal cardiomyocyte	<http://purl.obolibrary.org/obo/CL_0002495>
CL:0002357	fetal derived definitive erythrocyte	<http://purl.obolibrary.org/obo/CL_0002357>
CL:0009013	fetal hepatobiliary progenitor cell	<http://purl.obolibrary.org/obo/CL_0009013>
CL:0002353	fetal liver hematopoietic progenitor cell	<http://purl.obolibrary.org/obo/CL_0002353>
CL:4040003	fetal pre-type II pulmonary alveolar epithelial cell	<http://purl.obolibrary.org/obo/CL_4040003>
CL:0002404	fetal thymocyte	<http://purl.obolibrary.org/obo/CL_0002404>
CL:4047011	fetal vein endothelial cell	<http://purl.obolibrary.org/obo/CL_4047011>
CL:0009099	fibro/adipogenic progenitor cell	<http://purl.obolibrary.org/obo/CL_0009099>
CL:0000057	fibroblast	<http://purl.obolibrary.org/obo/CL_0000057>
CL:1000303	fibroblast of areolar connective tissue	<http://purl.obolibrary.org/obo/CL_1000303>
CL:2000015	fibroblast of arm	<http://purl.obolibrary.org/obo/CL_2000015>
CL:4006000	fibroblast of breast	<http://purl.obolibrary.org/obo/CL_4006000>
CL:0002548	fibroblast of cardiac tissue	<http://purl.obolibrary.org/obo/CL_0002548>
CL:0002549	fibroblast of choroid plexus	<http://purl.obolibrary.org/obo/CL_0002549>
CL:1000305	fibroblast of connective tissue of glandular part of prostate	<http://purl.obolibrary.org/obo/CL_1000305>
CL:1000304	fibroblast of connective tissue of nonglandular part of prostate	<http://purl.obolibrary.org/obo/CL_1000304>
CL:1000299	fibroblast of connective tissue of prostate	<http://purl.obolibrary.org/obo/CL_1000299>
CL:1000307	fibroblast of dense regular elastic tissue	<http://purl.obolibrary.org/obo/CL_1000307>
CL:0002551	fibroblast of dermis	<http://purl.obolibrary.org/obo/CL_0002551>
CL:0002552	fibroblast of gingiva	<http://purl.obolibrary.org/obo/CL_0002552>
CL:0002553	fibroblast of lung	<http://purl.obolibrary.org/obo/CL_0002553>
CL:0002554	fibroblast of lymphatic vessel	<http://purl.obolibrary.org/obo/CL_0002554>
CL:0002555	fibroblast of mammary gland	<http://purl.obolibrary.org/obo/CL_0002555>
CL:1000300	fibroblast of outer membrane of prostatic capsule	<http://purl.obolibrary.org/obo/CL_1000300>
CL:1000302	fibroblast of papillary layer of dermis	<http://purl.obolibrary.org/obo/CL_1000302>
CL:2000012	fibroblast of pedal digit skin	<http://purl.obolibrary.org/obo/CL_2000012>
CL:2000017	fibroblast of peridontal ligament	<http://purl.obolibrary.org/obo/CL_2000017>
CL:0002556	fibroblast of periodontium	<http://purl.obolibrary.org/obo/CL_0002556>
CL:0002557	fibroblast of pulmonary artery	<http://purl.obolibrary.org/obo/CL_0002557>
CL:2000013	fibroblast of skin of abdomen	<http://purl.obolibrary.org/obo/CL_2000013>
CL:0011022	fibroblast of skin of back	<http://purl.obolibrary.org/obo/CL_0011022>
CL:4006001	fibroblast of skin of scalp	<http://purl.obolibrary.org/obo/CL_4006001>
CL:1000301	fibroblast of subepithelial connective tissue of prostatic gland	<http://purl.obolibrary.org/obo/CL_1000301>
CL:0002547	fibroblast of the aortic adventitia	<http://purl.obolibrary.org/obo/CL_0002547>
CL:0002550	fibroblast of the conjunctiva	<http://purl.obolibrary.org/obo/CL_0002550>
CL:2000096	fibroblast of the reticular layer of dermis	<http://purl.obolibrary.org/obo/CL_2000096>
CL:1000306	fibroblast of tunica adventitia of artery	<http://purl.obolibrary.org/obo/CL_1000306>
CL:0011021	fibroblast of upper back skin	<http://purl.obolibrary.org/obo/CL_0011021>
CL:2000014	fibroblast of upper leg skin	<http://purl.obolibrary.org/obo/CL_2000014>
CL:0002558	fibroblast of villous mesenchyme	<http://purl.obolibrary.org/obo/CL_0002558>
CL:0009101	fibroblastic reticular cell	<http://purl.obolibrary.org/obo/CL_0009101>
CL:0000135	fibrocyte	<http://purl.obolibrary.org/obo/CL_0000135>
CL:1000308	fibrocyte of adventitia of ureter	<http://purl.obolibrary.org/obo/CL_1000308>
CL:4042008	fibrous astrocyte	<http://purl.obolibrary.org/obo/CL_4042008>
CL:0004221	flag A amacrine cell	<http://purl.obolibrary.org/obo/CL_0004221>
CL:0004222	flag B amacrine cell	<http://purl.obolibrary.org/obo/CL_0004222>
CL:0004220	flag amacrine cell	<http://purl.obolibrary.org/obo/CL_0004220>
CL:0011016	flagellated sperm cell	<http://purl.obolibrary.org/obo/CL_0011016>
CL:0007023	flask cell	<http://purl.obolibrary.org/obo/CL_0007023>
CL:0004227	flat bistratified amacrine cell	<http://purl.obolibrary.org/obo/CL_0004227>
CL:4033033	flat midget bipolar cell	<http://purl.obolibrary.org/obo/CL_4033033>
CL:0000891	foam cell	<http://purl.obolibrary.org/obo/CL_0000891>
CL:4052011	follicle associated enterocyte	<http://purl.obolibrary.org/obo/CL_4052011>
CL:0000843	follicular B cell	<http://purl.obolibrary.org/obo/CL_0000843>
CL:0002174	follicular cell of ovary	<http://purl.obolibrary.org/obo/CL_0002174>
CL:0000442	follicular dendritic cell	<http://purl.obolibrary.org/obo/CL_0000442>
CL:0000500	follicular epithelial cell	<http://purl.obolibrary.org/obo/CL_0000500>
CL:0000642	folliculostellate cell	<http://purl.obolibrary.org/obo/CL_0000642>
CL:0002177	folliculostellate cell of pars distalis of adenohypophysis	<http://purl.obolibrary.org/obo/CL_0002177>
CL:1000042	forebrain neuroblast	<http://purl.obolibrary.org/obo/CL_1000042>
CL:0013000	forebrain radial glial cell	<http://purl.obolibrary.org/obo/CL_0013000>
CL:1001608	foreskin fibroblast	<http://purl.obolibrary.org/obo/CL_1001608>
CL:1001606	foreskin keratinocyte	<http://purl.obolibrary.org/obo/CL_1001606>
CL:2000045	foreskin melanocyte	<http://purl.obolibrary.org/obo/CL_2000045>
CL:0004237	fountain amacrine cell	<http://purl.obolibrary.org/obo/CL_0004237>
CL:0002179	foveolar cell of stomach	<http://purl.obolibrary.org/obo/CL_0002179>
CL:0002045	fraction A pre-pro B cell	<http://purl.obolibrary.org/obo/CL_0002045>
CL:0002047	fraction B precursor B cell	<http://purl.obolibrary.org/obo/CL_0002047>
CL:0002400	fraction B/C precursor B cell	<http://purl.obolibrary.org/obo/CL_0002400>
CL:0002049	fraction C precursor B cell	<http://purl.obolibrary.org/obo/CL_0002049>
CL:0002050	fraction C' precursor B cell	<http://purl.obolibrary.org/obo/CL_0002050>
CL:0002052	fraction D precursor B cell	<http://purl.obolibrary.org/obo/CL_0002052>
CL:0002054	fraction E immature B cell	<http://purl.obolibrary.org/obo/CL_0002054>
CL:0002056	fraction F mature B cell	<http://purl.obolibrary.org/obo/CL_0002056>
CL:0009087	fused extravillous trophoblast	<http://purl.obolibrary.org/obo/CL_0009087>
CL:0000621	fusion competent myoblast	<http://purl.obolibrary.org/obo/CL_0000621>
CL:0011100	galanergic neuron	<http://purl.obolibrary.org/obo/CL_0011100>
CL:2000069	gallbladder fibroblast	<http://purl.obolibrary.org/obo/CL_2000069>
CL:1001592	gallbladder glandular cell	<http://purl.obolibrary.org/obo/CL_1001592>
CL:0000300	gamete	<http://purl.obolibrary.org/obo/CL_0000300>
CL:4029001	gamete-nursing cell	<http://purl.obolibrary.org/obo/CL_4029001>
CL:0008037	gamma motor neuron	<http://purl.obolibrary.org/obo/CL_0008037>
CL:0000798	gamma-delta T cell	<http://purl.obolibrary.org/obo/CL_0000798>
CL:0000801	gamma-delta intraepithelial T cell	<http://purl.obolibrary.org/obo/CL_0000801>
CL:0002405	gamma-delta thymocyte	<http://purl.obolibrary.org/obo/CL_0002405>
CL:0000397	ganglion interneuron	<http://purl.obolibrary.org/obo/CL_0000397>
CL:1000314	gastric cardiac gland goblet cell	<http://purl.obolibrary.org/obo/CL_1000314>
CL:1000313	gastric goblet cell	<http://purl.obolibrary.org/obo/CL_1000313>
CL:0000509	gastrin secreting cell	<http://purl.obolibrary.org/obo/CL_0000509>
CL:0000554	gastrin stimulating hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000554>
CL:0000865	gastrointestinal tract (lamina propria) macrophage	<http://purl.obolibrary.org/obo/CL_0000865>
CL:0009008	gastrointestinal tract (lamina propria) macrophage of large intestine	<http://purl.obolibrary.org/obo/CL_0009008>
CL:0009007	gastrointestinal tract (lamina propria) macrophage of small intestine	<http://purl.obolibrary.org/obo/CL_0009007>
CL:0000361	gastrula cell	<http://purl.obolibrary.org/obo/CL_0000361>
CL:0002159	general ecto-epithelial cell	<http://purl.obolibrary.org/obo/CL_0002159>
CL:0000586	germ cell	<http://purl.obolibrary.org/obo/CL_0000586>
CL:0000039	germ line cell	<http://purl.obolibrary.org/obo/CL_0000039>
CL:0000014	germ line stem cell	<http://purl.obolibrary.org/obo/CL_0000014>
CL:0000844	germinal center B cell	<http://purl.obolibrary.org/obo/CL_0000844>
CL:0009062	germinal center T cell	<http://purl.obolibrary.org/obo/CL_0009062>
CL:4029002	germline-derived nurse cell	<http://purl.obolibrary.org/obo/CL_4029002>
CL:0002352	gestational hematopoietic stem cell	<http://purl.obolibrary.org/obo/CL_0002352>
CL:0005018	ghrelin secreting cell	<http://purl.obolibrary.org/obo/CL_0005018>
CL:4033035	giant bipolar cell	<http://purl.obolibrary.org/obo/CL_4033035>
CL:0002621	gingival epithelial cell	<http://purl.obolibrary.org/obo/CL_0002621>
CL:0002657	glandular cell of esophagus	<http://purl.obolibrary.org/obo/CL_0002657>
CL:0002658	glandular cell of the large intestine	<http://purl.obolibrary.org/obo/CL_0002658>
CL:4030042	glandular endometrial multiciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_4030042>
CL:0002656	glandular endometrial unciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_0002656>
CL:0002659	glandular epithelial cell of stomach	<http://purl.obolibrary.org/obo/CL_0002659>
CL:0000150	glandular secretory epithelial cell	<http://purl.obolibrary.org/obo/CL_0000150>
CL:0000125	glial cell	<http://purl.obolibrary.org/obo/CL_0000125>
CL:4040000	glial restricted tripotential precursor cell	<http://purl.obolibrary.org/obo/CL_4040000>
CL:0000030	glioblast	<http://purl.obolibrary.org/obo/CL_0000030>
CL:0000339	glioblast (sensu Vertebrata)	<http://purl.obolibrary.org/obo/CL_0000339>
CL:0002171	globose cell of olfactory epithelium	<http://purl.obolibrary.org/obo/CL_0002171>
CL:4023164	globular bushy cell	<http://purl.obolibrary.org/obo/CL_4023164>
CL:1001005	glomerular capillary endothelial cell	<http://purl.obolibrary.org/obo/CL_1001005>
CL:1000746	glomerular cell	<http://purl.obolibrary.org/obo/CL_1000746>
CL:0002188	glomerular endothelial cell	<http://purl.obolibrary.org/obo/CL_0002188>
CL:1000742	glomerular mesangial cell	<http://purl.obolibrary.org/obo/CL_1000742>
CL:0000170	glucagon secreting cell	<http://purl.obolibrary.org/obo/CL_0000170>
CL:0000460	glucocorticoid secreting cell	<http://purl.obolibrary.org/obo/CL_0000460>
CL:0000679	glutamatergic neuron	<http://purl.obolibrary.org/obo/CL_0000679>
CL:4042040	glutamatergic neuron of the basal ganglia	<http://purl.obolibrary.org/obo/CL_4042040>
CL:4030028	glycinergic amacrine cell	<http://purl.obolibrary.org/obo/CL_4030028>
