Permissible Values	Label	NCIT	ICD10CM	ICD9	ICD-O_3.1
MONDO:0003978	colon small cell neuroendocrine carcinoma	NCIT:C6761			
MONDO:0003979	intrahepatic bile duct cystadenoma	NCIT:C96835			
MONDO:0003980	schwannoma of jugular foramen	NCIT:C5323			
MONDO:0003982	bilateral breast carcinoma	NCIT:C8287			
MONDO:0003983	synchronous bilateral breast carcinoma	NCIT:C40370			
MONDO:0003984	internal auditory canal lipoma	NCIT:C5452			
MONDO:0003985	chest wall lymphoma	NCIT:C6712			
MONDO:0003987	lung lymphoma	NCIT:C4794			
MONDO:0003988	sternum lymphoma	NCIT:C6716			
MONDO:0003989	polyembryoma of the ovary	NCIT:C39990			
MONDO:0003990	malignant breast myoepithelioma	NCIT:C40395			
MONDO:0003991	villoglandular endometrial endometrioid adenocarcinoma	NCIT:C27846			
MONDO:0003992	childhood botryoid rhabdomyosarcoma	NCIT:C35574			
MONDO:0003993	childhood vagina botryoid rhabdomyosarcoma	NCIT:C35556			
MONDO:0003994	botryoid-type embryonal rhabdomyosarcoma of the vagina	NCIT:C40268			
MONDO:0003995	vulvar childhood botryoid-type embryonal rhabdomyosarcoma	NCIT:C36098			
MONDO:0003997	colon Kaposi sarcoma	NCIT:C5516			
MONDO:0003998	obsolete vaginal tubular adenoma	NCIT:C40257			
MONDO:0003999	juvenile pilocytic astrocytoma	NCIT:C27081			
MONDO:0004000	childhood pilocytic astrocytoma	NCIT:C4048			
MONDO:0004001	compartment syndrome	NCIT:C118422			
MONDO:0004004	motor nerve neuritis	NCIT:C3500			
MONDO:0004005	rete ovarii adenoma	NCIT:C40018			
MONDO:0004006	rete ovarii cystadenofibroma	NCIT:C40020			
MONDO:0004007	breast intraductal proliferative lesion	NCIT:C27942			
MONDO:0004008	flat ductal epithelial atypia	NCIT:C36086			
MONDO:0004009	kidney pelvis sarcomatoid transitional cell carcinoma	NCIT:C6186			
MONDO:0004010	infiltrating renal pelvis/ureter urothelial carcinoma	NCIT:C39879			
MONDO:0004012	adult botryoid rhabdomyosarcoma	NCIT:C36099			
MONDO:0004013	adult vagina botryoid embryonal rhabdomyosarcoma	NCIT:C40267			
MONDO:0004014	ethmoid sinus ectopic meningioma	NCIT:C5309			
MONDO:0004015	pineal region teratoma	NCIT:C6753			
MONDO:0004016	pineal region mature teratoma	NCIT:C6754			
MONDO:0004017	pineal region immature teratoma	NCIT:C6755			
MONDO:0004019	oxyphilic endometrial endometrioid adenocarcinoma	NCIT:C27849			
MONDO:0004020	mediastinal gray zone lymphoma	NCIT:C37870			
MONDO:0004021	mediastinal malignant lymphoma	NCIT:C6633			
MONDO:0004022	parasagittal meningioma	NCIT:C4960			
MONDO:0004024	spinal cord neuroblastoma	NCIT:C5155			
MONDO:0004026	skin tag	NCIT:C3374			
MONDO:0004028	small intestinal fibrosarcoma	NCIT:C5336			
MONDO:0004030	ureter transitional cell carcinoma	NCIT:C4830			
MONDO:0004032	ovarian seromucinous carcinoma	NCIT:C40090			
MONDO:0004034	eye lymphoma	NCIT:C35690			
MONDO:0004035	glomangiomatosis	NCIT:C27496			
MONDO:0004038	dental enamel hypoplasia	NCIT:C34529			
MONDO:0004040	urinary bladder inverted papilloma	NCIT:C39859			
MONDO:0004041	urothelial papilloma	NCIT:C3842			8120/1
MONDO:0004042	urethra inverted papilloma	NCIT:C6173			
MONDO:0004043	ureter inverted papilloma	NCIT:C6174			
MONDO:0004044	ureter urothelial papilloma	NCIT:C6160			
MONDO:0004045	pediatric intraocular retinoblastoma	NCIT:C9047			
MONDO:0004046	childhood brain meningioma	NCIT:C6253			
MONDO:0004047	sphenoidal sinus neoplasm	NCIT:C6792			
MONDO:0004048	immature gastric teratoma	NCIT:C5256			
MONDO:0004050	telangiectatic osteogenic sarcoma	NCIT:C3902			9183/3
MONDO:0004051	aleukemic monocytic leukemia cutis	NCIT:C5630			
MONDO:0004052	rectal cloacogenic carcinoma	NCIT:C5555			
MONDO:0004053	bartholin gland squamous cell carcinoma	NCIT:C40293			
MONDO:0004056	bladder papillary urothelial carcinoma	NCIT:C7383			
MONDO:0004057	micropapillary variant infiltrating bladder urothelial carcinoma	NCIT:C27202			
MONDO:0004058	pancreatic cholera	NCIT:C3488			
MONDO:0004060	peripheral epithelioid sarcoma	NCIT:C27473			
MONDO:0004062	intermediate cell type uveal melanoma	NCIT:C7989			
MONDO:0004063	intermediate cell type iris melanoma	NCIT:C6101			
MONDO:0004064	iris melanoma	NCIT:C9088			
MONDO:0004065	intermediate cell type choroid melanoma	NCIT:C6100			
MONDO:0004066	intermediate cell type ciliary body melanoma	NCIT:C6118			
MONDO:0004067	gallbladder mucinous adenocarcinoma	NCIT:C5744			
MONDO:0004071	childhood cerebral astrocytoma	NCIT:C4347			
MONDO:0004074	ovarian mucinous cystadenofibroma	NCIT:C40041			
MONDO:0004075	infiltrating lipoma	NCIT:C7450			8856/0
MONDO:0004076	tendon sheath lipoma	NCIT:C6499			
MONDO:0004077	lumbosacral lipoma	NCIT:C6500			
MONDO:0004078	mucinous intrahepatic cholangiocarcinoma	NCIT:C41618			
MONDO:0004079	lung mucous gland adenoma	NCIT:C5664			
MONDO:0004080	glottis squamous cell carcinoma	NCIT:C8186			
MONDO:0004081	extrahepatic bile duct clear cell adenocarcinoma	NCIT:C5775			
MONDO:0004082	childhood immature teratoma of ovary	NCIT:C6547			
MONDO:0004083	Borst-Jadassohn intraepidermal carcinoma	NCIT:C4110			8096/0
MONDO:0004085	choroid epithelioid cell melanoma	NCIT:C6102			
MONDO:0004086	ciliary body epithelioid cell melanoma	NCIT:C6119			
MONDO:0004087	basaloid large cell lung carcinoma	NCIT:C7266			
MONDO:0004088	cervical basaloid carcinoma	NCIT:C40189			
MONDO:0004089	basaloid carcinoma of the penis	NCIT:C6980			
MONDO:0004090	vulvar basaloid squamous cell carcinoma	NCIT:C40286			
MONDO:0004091	skin basaloid carcinoma	NCIT:C27543			
MONDO:0004092	thymic basaloid carcinoma	NCIT:C6456			
MONDO:0004093	esophageal basaloid carcinoma	NCIT:C7032			
MONDO:0004094	multiple skull base meningioma	NCIT:C5279			
MONDO:0004095	B-cell neoplasm	NCIT:C27907			
MONDO:0004096	spinal cord dermoid cyst	NCIT:C6808			
MONDO:0004098	malignant melanocytic peripheral nerve sheath tumor of mediastinum	NCIT:C6630			
MONDO:0004099	adult cystic teratoma	NCIT:C9012			9080/0
MONDO:0004100	lung mixed small cell and squamous cell carcinoma	NCIT:C9423			
MONDO:0004101	multicentric papillary thyroid carcinoma	NCIT:C37304			
MONDO:0004102	columnar cell variant thyroid gland papillary carcinoma	NCIT:C35830			8344/3
MONDO:0004103	tall cell variant thyroid gland papillary carcinoma	NCIT:C35558			8344/3
MONDO:0004104	splenic manifestation of hairy cell leukemia	NCIT:C7301			
MONDO:0004105	childhood epithelioid sarcoma	NCIT:C8095			
MONDO:0004106	testicular yolk sac tumor, macrocystic pattern	NCIT:C39924			
MONDO:0004107	splenic manifestation of leukemia	NCIT:C7296			
MONDO:0004108	diaphragma sellae meningioma	NCIT:C5283			
MONDO:0004109	epiglottis neoplasm	NCIT:C4933			
MONDO:0004110	refractory hairy cell leukemia	NCIT:C8030			
MONDO:0004111	refractory hematologic cancer	NCIT:C27357			
MONDO:0004112	radiation cystitis	NCIT:C123174			
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	NCIT:C9461			
MONDO:0004116	esophageal small cell neuroendocrine carcinoma	NCIT:C6762			
MONDO:0004117	ampulla of vater small cell neuroendocrine carcinoma	NCIT:C6655			
MONDO:0004118	cystitis cystica	NCIT:C96230			
MONDO:0004120	Bartholin gland small cell carcinoma	NCIT:C40298			
MONDO:0004122	thymus small cell carcinoma	NCIT:C6460			
MONDO:0004124	prostate stromal sarcoma	NCIT:C5524			
MONDO:0004125	rectum leiomyoma	NCIT:C5552			
MONDO:0004126	thyroiditis	NCIT:C26894		ICD9:245	
MONDO:0004127	lung occult adenocarcinoma	NCIT:C6699			
MONDO:0004128	lung occult large cell carcinoma	NCIT:C6685			
MONDO:0004129	cloacogenic carcinoma	NCIT:C8255			8124/3
MONDO:0004130	anus basaloid carcinoma	NCIT:C8256			
MONDO:0004131	anal verrucous carcinoma	NCIT:C7470			
MONDO:0004132	anal canal squamous cell carcinoma	NCIT:C7469			
MONDO:0004133	pituitary gland mixed eosinophil-basophil adenoma	NCIT:C4148			8281/0
MONDO:0004134	benign dermal neurilemmoma	NCIT:C5569			
MONDO:0004135	subacute lymphocytic thyroiditis	NCIT:C35829			
MONDO:0004136	ovarian endometrioid cystadenoma	NCIT:C40075			
MONDO:0004139	normocytic anemia	NCIT:C35142			
MONDO:0004140	intermediate malignant teratoma	NCIT:C4288			9083/3
MONDO:0004141	melanomatosis	NCIT:C9499			
MONDO:0004142	lung combined large cell neuroendocrine carcinoma	NCIT:C7267			
MONDO:0004143	psammomatous meningioma	NCIT:C4331			9533/0
MONDO:0004144	fibrous meningioma	NCIT:C4330			9532/0
MONDO:0004145	meningothelial meningioma	NCIT:C4329			9531/0
MONDO:0004146	transitional meningioma	NCIT:C4333			9537/0
MONDO:0004147	noninvasive malignant thymoma	NCIT:C9080			
MONDO:0004148	gallbladder papillary neoplasm with an associated invasive carcinoma	NCIT:C5743			
MONDO:0004150	breast giant fibroadenoma	NCIT:C4273			9016/0
MONDO:0004151	spinal meninges cancer	NCIT:C194412			
MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic lymphoma with immunoglobulin heavy chain variable-region gene somatic hypermutation	NCIT:C37201			
MONDO:0004153	childhood central nervous system embryonal carcinoma	NCIT:C6208			
MONDO:0004155	adult central nervous system embryonal carcinoma	NCIT:C5790			
MONDO:0004156	pancreatic mucinous cystadenocarcinoma	NCIT:C5713			
MONDO:0004158	pancreatic mucinous-cystic neoplasm with an associated invasive carcinoma	NCIT:C41246			
MONDO:0004159	pancreatic non-invasive mucinous cystadenocarcinoma	NCIT:C41245			
MONDO:0004160	female stress incontinence	NCIT:C35042			
MONDO:0004161	uterine corpus apoplectic leiomyoma	NCIT:C40165			
MONDO:0004162	uterine corpus cellular leiomyoma	NCIT:C40163			
MONDO:0004163	bladder urachal urothelial carcinoma	NCIT:C39844			
MONDO:0004164	lymphoepithelioma-like acinar prostate adenocarcinoma	NCIT:C39885			
MONDO:0004165	selective IgD deficiency disease	NCIT:C27144			
MONDO:0004166	hereditary fallopian tube carcinoma	NCIT:C40455			
MONDO:0004168	cribriform variant testicular seminoma	NCIT:C40957			
MONDO:0004173	adenocarcinoma of skene gland origin	NCIT:C39863			
MONDO:0004174	secretory uterine corpus endometrioid adenocarcinoma	NCIT:C27839			8382/3
MONDO:0004175	mucin-rich endometrial endometrioid adenocarcinoma	NCIT:C8717			
MONDO:0004176	childhood extraosseous osteosarcoma	NCIT:C27376			
MONDO:0004177	benign urethral neoplasm	NCIT:C3619			
MONDO:0004178	testicular yolk sac tumor, endodermal sinus pattern	NCIT:C39927			
MONDO:0004180	benign urinary system neoplasm	NCIT:C192667			
MONDO:0004181	breast adenomyoepithelial adenosis	NCIT:C40391			
MONDO:0004182	stage IVb bladder cancer	NCIT:C9368			
MONDO:0004183	axonal neuropathy	NCIT:C27301			
MONDO:0004184	urethral disorder	NCIT:C26903			
MONDO:0004185	ovarian serous cystadenofibroma	NCIT:C40032			
MONDO:0004186	cranial nodular fasciitis	NCIT:C27248			
MONDO:0004187	nodular fasciitis	NCIT:C3827			
MONDO:0004188	iris spindle cell melanoma	NCIT:C6098			
MONDO:0004190	nephrogenic adenoma of urinary bladder	NCIT:C7415			
MONDO:0004191	nephrogenic adenoma	NCIT:C7413			
MONDO:0004192	urethra cancer	NCIT:C7507			
MONDO:0004193	pediatric ovarian dysgerminoma	NCIT:C6550			
MONDO:0004194	ovarian stromal hyperthecosis	NCIT:C40446			
MONDO:0004195	thymic dysplasia	NCIT:C27802			
MONDO:0004196	rectal sarcomatoid carcinoma	NCIT:C5556			
MONDO:0004197	male urethral cancer	NCIT:C39867			
MONDO:0004198	testicular yolk sac tumor, solid pattern	NCIT:C39925			
MONDO:0004199	vulvar keratinizing squamous cell carcinoma	NCIT:C40284			
MONDO:0004200	superficial urinary bladder carcinoma	NCIT:C27474			
MONDO:0004201	pituitary hypoplasia	NCIT:C27343			
MONDO:0004202	adrenal medulla carcinoma	NCIT:C9276			
MONDO:0004203	female urethral cancer	NCIT:C39866			
MONDO:0004204	squamous cell skin papilloma	NCIT:C4462			
MONDO:0004205	lymphohistiocytoid mesothelioma	NCIT:C27779			
MONDO:0004206	pulmonary vein leiomyosarcoma	NCIT:C5374			
MONDO:0004207	pulmonary artery leiomyosarcoma	NCIT:C5373			
MONDO:0004208	superior vena cava leiomyosarcoma	NCIT:C6745			
MONDO:0004209	cerebral primitive neuroectodermal tumor	NCIT:C4970			
MONDO:0004210	colonic L-cell glucagon-like peptide producing tumor	NCIT:C27447			
MONDO:0004211	L-cell glucagon-like peptide-producing neuroendocrine tumor	NCIT:C27448			
MONDO:0004212	vulvar keratoacanthoma-like carcinoma	NCIT:C40288			
MONDO:0004213	vulvar non-keratinizing squamous cell carcinoma	NCIT:C40285			
MONDO:0004214	ovarian endometrioid cystadenofibroma	NCIT:C27288			8381/0
MONDO:0004216	pineal region germinoma	NCIT:C8712			
MONDO:0004217	childhood brain germinoma	NCIT:C6207			
MONDO:0004218	childhood germ cell brain tumor	NCIT:C5795			
MONDO:0004219	polyvesicular vitelline pattern testicular yolk sac tumor	NCIT:C39930			
MONDO:0004220	endometrial endometrioid adenocarcinoma with spindled epithelial cells	NCIT:C27850			
MONDO:0004221	uterine corpus perivascular epithelioid cell tumor	NCIT:C40180			
MONDO:0004222	ovarian clear cell cystadenocarcinoma	NCIT:C7980			
MONDO:0004223	polyp of middle ear	NCIT:C6933			
MONDO:0004224	chronic metabolic polyneuropathy	NCIT:C35602			
MONDO:0004225	monoclonal gammopathy of uncertain significance	NCIT:C3996			9765/1
MONDO:0004226	diffuse intraductal papillomatosis	NCIT:C7364			
MONDO:0004227	epididymal adenomatoid tumor	NCIT:C6382			
MONDO:0004229	acantholytic variant squamous cell breast carcinoma	NCIT:C40359			
MONDO:0004230	adenomatoid tumor	NCIT:C3762			9050/0
MONDO:0004231	spindle cell variant squamous cell breast carcinoma	NCIT:C40358			
MONDO:0004232	large cell keratinizing variant squamous cell breast carcinoma	NCIT:C40357			
MONDO:0004233	childhood pleomorphic rhabdomyosarcoma	NCIT:C7959			
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	NCIT:C39591			9831/3
MONDO:0004235	diverticulitis	NCIT:C26752			
MONDO:0004236	duodenal somatostatinoma	NCIT:C27407			
MONDO:0004237	large cell carcinoma with rhabdoid phenotype	NCIT:C6876			8014/3
MONDO:0004238	petrous apex meningioma	NCIT:C5271			
MONDO:0004239	cervical keratinizing squamous cell carcinoma	NCIT:C40187			
MONDO:0004240	posterior urethra cancer	NCIT:C7640			
MONDO:0004241	Osgood-Schlatter disease	NCIT:C34874			
MONDO:0004243	vulvar proximal-type epithelioid sarcoma	NCIT:C40319			
MONDO:0004244	proximal-type epithelioid sarcoma	NCIT:C27472			
MONDO:0004245	ependymal tumor of brain	NCIT:C3861			
MONDO:0004247	peptic ulcer disease	NCIT:C3318		ICD9:533	
MONDO:0004248	pediatric infratentorial ependymoma	NCIT:C9041			
MONDO:0004249	pediatric supratentorial ependymoma	NCIT:C9043			
MONDO:0004250	extrahepatic bile duct papillary adenoma	NCIT:C5849			
MONDO:0004251	small intestine neoplasm	NCIT:C4432			
MONDO:0004252	small intestinal L-cell glucagon-like peptide producing tumor	NCIT:C27452			
MONDO:0004253	intraductal breast papillomatosis	NCIT:C5201			
MONDO:0004254	focal intraductal papillomatosis	NCIT:C7365			
MONDO:0004255	Wolffian adnexal tumor	NCIT:C40141			
MONDO:0004256	lumbar spinal canal and spinal cord meningioma	NCIT:C5298			
MONDO:0004257	childhood central nervous system mixed germ cell tumor	NCIT:C27403			
MONDO:0004258	female orgasmic disorder	NCIT:C34958			
MONDO:0004259	endocervical carcinoma	NCIT:C28327			
MONDO:0004261	periductal breast myoepitheliosis	NCIT:C40388			
MONDO:0004262	breast myoepitheliosis	NCIT:C40385			
MONDO:0004263	pediatric infratentorial ependymoblastoma	NCIT:C6773			
MONDO:0004265	acute endometritis	NCIT:C27022			
MONDO:0004266	anal gland adenocarcinoma	NCIT:C5609			8215/3
MONDO:0004267	squamous papillomatosis	NCIT:C9009			8060/0
MONDO:0004270	breast ductal adenoma	NCIT:C40384			
MONDO:0004271	pregnancy adenoma	NCIT:C9473			8204/0
MONDO:0004273	breast apocrine adenoma	NCIT:C40383			
MONDO:0004274	mixed epithelial/mesenchymal metaplastic breast carcinoma	NCIT:C40364			
MONDO:0004275	osteosarcoma arising in bone Paget disease	NCIT:C6469			
MONDO:0004276	ceruminoma	NCIT:C6088			8420/0
MONDO:0004277	gonorrhea	NCIT:C92950		ICD9:098	
MONDO:0004278	infiltrating bladder urothelial carcinoma sarcomatoid variant	NCIT:C39824			
MONDO:0004279	glossopharyngeal motor neuropathy	NCIT:C27212			
MONDO:0004280	asymmetric motor neuropathy	NCIT:C27953			
MONDO:0004281	vulvar eccrine porocarcinoma	NCIT:C40306			
MONDO:0004283	vulvar clear cell hidradenocarcinoma	NCIT:C40307			
MONDO:0004285	pancreatic intraductal papillary-mucinous carcinoma	NCIT:C5725			
MONDO:0004286	pancreatic intraductal papillary-mucinous neoplasm	NCIT:C38342			
MONDO:0004287	pancreatic foamy gland adenocarcinoma	NCIT:C37256			
MONDO:0004288	scirrhous breast carcinoma	NCIT:C7362			
MONDO:0004289	glottis verrucous carcinoma	NCIT:C8189			
MONDO:0004290	subglottis verrucous carcinoma	NCIT:C8190			
MONDO:0004291	subglottis squamous cell carcinoma	NCIT:C8187			
MONDO:0004292	supraglottis verrucous carcinoma	NCIT:C8191			
MONDO:0004293	supraglottis squamous cell carcinoma	NCIT:C4945			
MONDO:0004294	gestational ovarian choriocarcinoma	NCIT:C40442			
MONDO:0004295	asbestos-related lung carcinoma	NCIT:C27925			
MONDO:0004296	cervical lymphoepithelioma-like carcinoma	NCIT:C40193			
MONDO:0004297	lymphoepithelioma-like thymic carcinoma	NCIT:C7998			
MONDO:0004298	stomach disorder	NCIT:C26886			
MONDO:0004299	infiltrating bladder lymphoepithelioma-like carcinoma	NCIT:C39821			
MONDO:0004301	fibrosarcomatous osteosarcoma	NCIT:C4020			9182/3
MONDO:0004302	chief cell adenoma	NCIT:C4154			8321/0
MONDO:0004303	parathyroid gland clear cell adenoma	NCIT:C7993			
MONDO:0004304	mixed cell type adenoma of parathyroid	NCIT:C7994			
MONDO:0004305	parathyroid oncocytic adenoma	NCIT:C27393			
MONDO:0004306	childhood intracortical osteosarcoma	NCIT:C6590			
MONDO:0004307	sarcomatosis of the meninges	NCIT:C4334			9539/3
MONDO:0004308	meningeal sarcoma	NCIT:C4073			9530/3
MONDO:0004309	sarcomatosis	NCIT:C4243			8800/9
MONDO:0004310	adult embryonal tumor with multilayered rosettes, c19mc-altered	NCIT:C8290			
MONDO:0004311	carcinoma of Cowper glands	NCIT:C39864			
MONDO:0004312	suprasellar meningioma	NCIT:C6776			
MONDO:0004313	gasserian ganglion meningioma	NCIT:C6779			
MONDO:0004314	malignant cutaneous granular cell skin tumor	NCIT:C5614			
MONDO:0004315	cholangiolocellular carcinoma	NCIT:C41617			
MONDO:0004316	acantholytic squamous cell skin carcinoma	NCIT:C4460			
MONDO:0004317	multiple spinal canal and spinal cord meningioma	NCIT:C5275			
MONDO:0004318	pulmonary type ovarian small cell carcinoma	NCIT:C40440			
MONDO:0004319	hypercalcemic type ovarian small cell carcinoma	NCIT:C40439			
MONDO:0004320	adult infiltrating astrocytic neoplasm	NCIT:C8289			
MONDO:0004321	endometrial mixed adenocarcinoma	NCIT:C40153			
MONDO:0004322	non-gestational ovarian choriocarcinoma	NCIT:C39991			
MONDO:0004324	testicular fibroma	NCIT:C39951			
MONDO:0004325	testicular thecoma	NCIT:C39952			
MONDO:0004326	sphenoid sinus inverted papilloma	NCIT:C6841			
MONDO:0004327	sphenoid sinus Schneiderian papilloma	NCIT:C6838			
MONDO:0004328	maxillary sinus adenocarcinoma	NCIT:C6240			
MONDO:0004329	pancreatic intraductal papillary-mucinous neoplasm with high grade dysplasia	NCIT:C41251			8453/2
MONDO:0004330	leptomeningeal sarcoma	NCIT:C8312			9530/3
MONDO:0004331	bladder urachal adenocarcinoma	NCIT:C39843			
MONDO:0004332	lung hilum cancer	NCIT:C4566			
MONDO:0004333	pancreatic ACTH-producing neuroendocrine tumor	NCIT:C27466			
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	NCIT:C45837			
MONDO:0004335	digestive system disorder	NCIT:C2990			
MONDO:0004336	rectal signet ring cell adenocarcinoma	NCIT:C9168			
MONDO:0004337	perianal skin Paget disease	NCIT:C7476			
MONDO:0004338	retinal cell cancer	NCIT:C7061			
MONDO:0004339	tuberculum sellae meningioma	NCIT:C5284			
MONDO:0004340	mixed ductal-endocrine carcinoma of pancreas	NCIT:C6879			8154/3
MONDO:0004341	colloid carcinoma of the pancreas	NCIT:C37214			
MONDO:0004343	pancreatic acinar cell cystadenocarcinoma	NCIT:C5727			8551/3
MONDO:0004344	childhood malignant hemangiopericytoma	NCIT:C8090			
MONDO:0004345	childhood malignant schwannoma	NCIT:C8094			
MONDO:0004346	signet ring cell intrahepatic cholangiocarcinoma	NCIT:C41619			
MONDO:0004349	retina lymphoma	NCIT:C4365			
MONDO:0004350	pediatric extraocular retinoblastoma	NCIT:C9048			
MONDO:0004351	intraocular lymphoma	NCIT:C9184			
MONDO:0004352	adult brain ependymoma	NCIT:C9372			
MONDO:0004353	extrahepatic biliary papillomatosis	NCIT:C7124			
MONDO:0004354	neonatal leukemia	NCIT:C3845			
MONDO:0004355	childhood leukemia	NCIT:C4989			
