PERMITTED_VALUE	LONG_NAME	DEFINITION
8593/1	Ovarian Stromal Tumor with Minor Sex Cord Elements	A rare, benign sex cord-stromal tumor of the ovary characterized by the presence of a fibrothecomatous stroma and scattered sex cord elements. Although it is usually hormonally inactive, cases associated with endometrial hyperplasia or adenocarcinoma have been reported.
8594/1	Mixed Germ Cell-Sex Cord-Stromal Tumor	A biphasic neoplasm that arises from the ovary or the testis. It is characterized by the presence of neoplastic germ cells and neoplastic sex cord-stromal cells. It includes the gonadoblastoma and mixed germ cell-sex cord stromal tumor, unclassifiable.
8600/0	Thecoma	An ovarian or testicular stromal tumor characterized by the presence of lipid-rich neoplastic spindle cells. In females, uterine bleeding is the most common symptom. A minority of post-menopausal women with thecoma have an associated endometrial adenocarcinoma or rarely a malignant mixed mullerian tumor or endometrial stromal sarcoma. Rare cases with nuclear atypia and mitotic activity may metastasize. In males, thecomas are rare and they usually present as slow growing, sometimes painful masses. Metastases have not been reported.
8600/3	Malignant Ovarian Thecoma	A thecoma of the ovary which may metastasize to another anatomic site. It is usually characterized by nuclear atypia and mitotic activity. Malignant thecomas are rare.
8601/0	Ovarian Luteinized Thecoma	A variant of ovarian thecoma characterized by the presence of lutein cells. It is associated with a lower frequency of estrogenic manifestations compared to typical thymomas. In a minority of cases androgenic manifestations are present. It may also be associated with sclerosing peritonitis which presents with ascites and symptoms of bowel obstruction.
8602/0	Ovarian Sclerosing Stromal Tumor	A benign ovarian stromal tumor characterized by the presence of cellular areas which contain fibroblasts and round cells. The cellular areas are separated by sclerotic or edematous hypocellular tissue. Symptoms include abdominal discomfort and menstrual abnormalities.
8610/0	Ovarian Stromal Luteoma	A benign ovarian stromal tumor in which more than 90% of the tumor cells resemble steroid hormone-secreting cells. Crystals of Reinke are not present. It occurs in post-menopausal women and it is usually associated with estrogenic effects.
8620/1	Adult Testicular Granulosa Cell Tumor	A rare, low-grade malignant sex cord-stromal tumor that arises from the testis in adults. It is composed of granulosa cells in an often fibrothecomatous stroma. Several morphologic patterns have been identified and include insular, gyriform, trabecular, pseudosarcomatous, and solid. Gynecomastia is present in approximately a quarter of the patients. Metastases have been reported in a minority of patients.
8620/3	Adult Type Ovarian Granulosa Cell Tumor	A granulosa cell tumor that affects middle aged or postmenopausal women.  Patients may present with uterine bleeding.
8621/1	Granulosa Cell-Theca Cell Tumor	A general term used to describe sex cord-stromal tumors characterized by the presence of granulosa cells in a thecomatous/fibrothecomatous background.
8622/0	Juvenile Testicular Granulosa Cell Tumor	A rare, benign sex cord-stromal tumor that arises from the testis. It is the most frequent congenital testicular neoplasm and is usually diagnosed during the perinatal period. It usually presents as an asymptomatic scrotal or abdominal mass. Morphologically, it is characterized by the presence of cysts that are lined by cells resembling granulosa and theca cells.
8622/1	Juvenile Type Granulosa Cell Tumor	A granulosa cell tumor occurring in the ovary and testis. In females it occurs predominantly in the first three decades of life and presents unilaterally as stage I disease in the vast majority of cases. It is characterized by the presence of granulosa cells forming macrofollicular structures. The majority of cases have a good prognosis. In males it represents the most frequent congenital testicular neoplasm and the vast majority of cases occur in the perinatal period. It presents as a scrotal or abdominal mass and it more often affects the left testis. Approximately 20% of the patients have ambiguous external genitalia. It is characterized by the presence of cystic spaces lined by granulosa cells and cells resembling theca cells. Metastases have not been reported.
8623/1	Ovarian Sex Cord Tumor with Annular Tubules	An ovarian sex cord-stromal tumor characterized by the presence of Sertoli cells forming annular tubules. It may be associated with Peutz-Jeghers syndrome. Cases associated with Peutz-Jeghers syndrome have followed a benign clinical course. Cases which are not associated with Peutz-Jeghers syndrome have been reported having a clinically malignant course.
8630/0	Benign Sertoli Cell Tumor	A Sertoli cell tumor of the testis or the ovary which remains localized and does not metastasize to another anatomic site.
8630/1	Ovarian Sertoli-Leydig Cell Tumor	A benign or malignant sex cord-stromal tumor arising from the ovary. It is characterized by the presence of neoplastic Leydig cells. Signs and symptoms include hirsutism, menorrhagia and metrorrhagia. It may be associated with trisomy 8.
8631/0	Well Differentiated Ovarian Sertoli-Leydig Cell Tumor	A Sertoli-Leydig tumor of the ovary characterized by the presence of Sertoli cells in tubules without evidence of significant nuclear atypia or mitotic activity. Primitive gonadal stromal cells are not present. It usually follows a benign clinical course.
8631/1	Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor	A Sertoli-Leydig cell tumor of the ovary characterized by the presence of spindle-shaped gonadal stromal cells and Sertoli cells, some of which are atypical. Leydig cells are also present forming clusters at the periphery of the cellular aggregates. Metastases have been reported in a minority of patients.
8631/3	Poorly Differentiated Ovarian Sertoli-Leydig Cell Tumor	A Sertoli-Leydig tumor of the ovary characterized by the presence of a sarcomatoid stroma which contains primitive gonadal stromal cells. It may behave in a malignant fashion and metastasize to other anatomic sites.
8632/1	Ovarian Gynandroblastoma	A rare neoplasm arising from the ovary. Although it may occur at any age, it is more often seen in young females. Morphologically, it is characterized by a mixture of two cellular populations: well differentiated Sertoli cells and granulosa cells, with the latter constituting at least ten percent of the neoplasm. The vast majority of cases are stage I lesions at presentation and produce either estrogenic or androgenic manifestations. Although it may present as a massive ovarian tumor, it usually follows a benign clinical course. Very rare case reports of testicular lesions morphologically resembling gynandroblastomas are in fact variants of juvenile granulose cell tumor, or Sertoli cell tumor, or a combination of both.
8633/1	Ovarian Sertoli-Leydig Cell Tumor with Retiform Elements	A Sertoli-Leydig cell tumor characterized by the presence of spaces that resemble rete testis (retiform elements).  These spaces form anastomosing patterns and comprise at least ten percent but less than ninety percent of the tumor.  When the retiform elements comprise ninety percent or more of the tumor, the term retiform Sertoli-Leydig cell tumor is used.  A minority of patients may have an aggressive clinical course.
8634/1	Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements	An ovarian Sertoli-Leydig cell tumor of intermediate differentiation, characterized by the presence of a heterologous component, usually consisting of cartilage, skeletal muscle, or rhabdomyosarcoma.
8634/3	Poorly Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements	An ovarian poorly differentiated Sertoli-Leydig cell tumor. It is characterized by the presence of a heterologous component, usually consisting of cartilage, skeletal muscle, or rhabdomyosarcoma.
8640/1	Sertoli Cell Tumor	A sex cord-stromal tumor of the testis or the ovary. It is characterized by the presence of Sertoli cells forming tubules. Leydig cells are rare or absent. It may be associated with Peutz-Jeghers syndrome. In males, the presenting symptom is a slow growing testicular mass. Most cases follow a benign clinical course. In females it may present with estrogenic or androgenic manifestations. The vast majority of cases have a benign clinical course.
